"idproducto","barra","descripcion"
116,"007598","DECORO   Blanco Perla 12""X50 PZA HIGH FASHION 3.2G"
117,"007599","DECORO   Cameo 12""X50 PZA HIGH FASHION 3.2G"
118,"0075910","DECORO   Capuchino 12""X50 PZA HIGH FASHION 3.2G"
119,"0075911","DECORO   Chocolate 12""X50 PZA HIGH FASHION 3.2G"
120,"0075912","DECORO   Cocoa 12""X50 PZA HIGH FASHION 3.2G"
121,"0075913","DECORO   Lavanda    12""X50 PZA HIGH FASHION 3.2G"
122,"0075914","DECORO   Lavanda Oscuro 12""X50 PZA HIGH FASHION 3.2G"
123,"0075915","DECORO   Madera 12""X50 PZA HIGH FASHION 3.2G"
124,"0075916","DECORO   Maquillaje 12""X50 PZA HIGH FASHION 3.2G"
125,"0075917","DECORO   Naranja Palo 12""X50 PZA HIGH FASHION 3.2G"
126,"0075918","DECORO   Olivo 12""X50 PZA HIGH FASHION 3.2G"
127,"0075919","DECORO   Olivo Claro 12""X50 PZA HIGH FASHION 3.2G"
128,"0075920","DECORO   Orquidea 12""X50 PZA HIGH FASHION 3.2G"
129,"0075921","DECORO   Retro clavel 12""X50 PZA HIGH FASHION 3.2G"
130,"0075922","DECORO   Retro Gris oscuro 12""X50 PZA HIGH FASHION 3.2G"
131,"0075923","DECORO   Retro Magenta 12""X50 PZA HIGH FASHION 3.2G"
132,"0075924","DECORO   Rosa 12""X50 PZA HIGH FASHION 3.2G"
133,"0075925","DECORO   Rosa Clavel 12""X50 PZA HIGH FASHION 3.2G"
134,"0075926","DECORO   Rosa Piel 12""X50 PZA HIGH FASHION 3.2G"
135,"0075927","DECORO   Verde Cuarzo 12""X50 PZA HIGH FASHION 3.2G"
136,"0075928","DECORO   Verde Esmeralda 12""X50 PZA HIGH FASHION 3.2G"
137,"0075929","DECORO   Verde Hoja 12""X50 PZA HIGH FASHION 3.2G"
138,"0075930","DECORO   Verde Humo 12""X50 PZA HIGH FASHION 3.2G"
139,"0075931","DECORO   Verde Niebla 12""X50 PZA HIGH FASHION 3.2G"
140,"0075932","DECORO   Verde océano 12""X50 PZA HIGH FASHION 3.2G"
141,"0075933","DECORO   Verde Profundo / Alga 12""X50 PZA HIGH FASHION 3.2G"
142,"0075934","DECORO   Vino Tinto Perlado 12""X50 PZA HIGH FASHION 3.2G"
143,"006431","DECORO   Amarillo 260""X100 PZAS"
144,"006432","DECORO   Arena 260""X100 PZAS"
145,"006433","DECORO   Azul Cielo 260""X100 PZAS"
146,"006434","DECORO   Azul Oscuro 260""X100 PZAS"
147,"006435","DECORO   Azul Rey 260""X100 PZAS"
148,"006436","DECORO   Blanco 260""X100 PZAS"
149,"006437","DECORO   Café 260""X100 PZAS"
150,"006438","DECORO   Café 260""X100 PZAS"
151,"006439","DECORO   Café Oscuro 260""X100 PZAS"
152,"0064310","DECORO   Coco 260""X100 PZAS"
153,"0064311","DECORO   Fucsia 260""X100 PZAS"
154,"0064312","DECORO   Kaki 260""X100 PZAS"
155,"0064313","DECORO   Maquillaje 260""X100 PZAS"
156,"0064314","DECORO   Morado 260""X100 PZAS"
157,"0064315","DECORO   Naranja 260""X100 PZAS"
158,"0064316","DECORO   Negro 260""X100 PZAS"
159,"0064317","DECORO   Nude 260""X100 PZAS"
160,"0064318","DECORO   Olivo 260""X100 PZAS"
161,"0064319","DECORO   Retro Verde Oscuro 260""X100 PZAS"
162,"0064320","DECORO   Rojo 260""X100 PZAS"
163,"0064321","DECORO   Rosa Piel 260""X100 PZAS"
164,"0064322","DECORO   Rosa/Rosa Brillante 260""X100 PZAS"
165,"0064323","DECORO   Sakura 260""X100 PZAS"
166,"0064324","DECORO   Surtido Estandar 260""X100 PZAS"
167,"0064325","DECORO   Surtido Pastel 260""X100 PZAS"
168,"0064326","DECORO   Tinto 260""X100 PZAS"
169,"0064327","DECORO   Transparente 260""X100 PZAS"
170,"0064328","DECORO   Verde Pasto/Verde Oscuro 260""X100 PZAS"
171,"0064329","DECORO   Azul Bebe 260""X100 PZAS"
172,"0064330","DECORO   Champan 260""X100 PZAS"
173,"0064331","DECORO   Lila 260""X100 PZAS"
174,"0064332","DECORO   Rosa Bebe 260""X100 PZAS"
175,"0064333","DECORO   Rosa Palet 260""X100 PZAS"
176,"005911","DECORO   CHROME Azul 260""X50 PZAS"
177,"005912","DECORO   CHROME Champan 260""X50 PZAS"
178,"005913","DECORO   CHROME Dorado 260""X50 PZAS"
179,"005914","DECORO   CHROME Morado 260""X50 PZAS"
180,"005915","DECORO   CHROME Plata 260""X50 PZAS"
181,"005916","DECORO   CHROME Rojo 260""X50 PZAS"
182,"005917","DECORO   CHROME Rosa Gold 260""X50 PZAS"
183,"005918","DECORO   CHROME Surtido 260""X50 PZAS"
184,"005919","DECORO   CHROME Verde Claro 260""X50 PZAS"
185,"0059110","DECORO   CHROME Verde Oscuro 260""X50 PZAS"
186,"005871","DECORO   CHROME J1 - Oro Nuevo 5""X50 PZAS"
187,"005872","DECORO   CHROME J2 - Plata 5""X50 PZAS"
188,"005873","DECORO   CHROME J3 - Retro Rosa 5""X50 PZAS"
189,"005874","DECORO   CHROME J4 - Albaricoque 5""X50 PZAS"
190,"005875","DECORO   CHROME J5 - Rosa Lila 5""X50 PZAS"
191,"005876","DECORO   CHROME J6 - Fucshia 5""X50 PZAS"
192,"005877","DECORO   CHROME J7 - Morado 5""X50 PZAS"
193,"005878","DECORO   CHROME J8 - Champagne 5""X50 PZAS"
194,"005879","DECORO   CHROME J9 - Cobre 5""X50 PZAS"
195,"0058710","DECORO   CHROME J10 - Rose Gold 5""X50 PZAS"
196,"0058711","DECORO   CHROME J11 - Rosa Aura 5""X50 PZAS"
197,"0058712","DECORO   CHROME J12 - Rojo 5""X50 PZAS"
198,"0058713","DECORO   CHROME J13 - Verde Claro 5""X50 PZAS"
199,"0058714","DECORO   CHROME J14 - Verde Oscuro 5""X50 PZAS"
200,"0058715","DECORO   CHROME J15 - Verde Pino 5""X50 PZAS"
201,"0058716","DECORO   CHROME J16 - Oro Viejo 5""X50 PZAS"
202,"0058717","DECORO   CHROME J17 - Olivo 5""X50 PZAS"
203,"0058718","DECORO   CHROME J18 - Azul Claro 5""X50 PZAS"
204,"0058719","DECORO   CHROME J19 - Azul Oscuro 5""X50 PZAS"
205,"0058720","DECORO   CHROME J20 - Azul Real 5""X50 PZAS"
206,"0058721","DECORO   CHROME J21 - Turqueza 5""X50 PZAS"
207,"0058722","DECORO   CHROME J22 - Negro 5""X50 PZAS"
208,"0058723","DECORO   CHROME J23 - Arena 5""X50 PZAS"
209,"0058724","DECORO   CHROME J24 - Oro 5""X50 PZAS"
210,"0058725","DECORO   CHROME J25 - Taro 5""X50 PZAS"
211,"0058726","DECORO   CHROME J26 - Azul Naval 5""X50 PZAS"
212,"0058727","DECORO   CHROME J27 - Verde Noche 5""X50 PZAS"
213,"0058728","DECORO   CHROME J28 - Rojo Granate 5""X50 PZAS"
214,"005891","DECORO   CHROME J1 - Oro Nuevo 12""X50 PZAS"
215,"005892","DECORO   CHROME J2 - Plata 12""X50 PZAS"
216,"005893","DECORO   CHROME J3 - Retro Rosa 12""X50 PZAS"
217,"005894","DECORO   CHROME J4 - Albaricoque 12""X50 PZAS"
218,"005895","DECORO   CHROME J5 - Rosa Lila 12""X50 PZAS"
219,"005896","DECORO   CHROME J6 - Fucshia 12""X50 PZAS"
220,"005897","DECORO   CHROME J7 - Morado 12""X50 PZAS"
221,"005898","DECORO   CHROME J8 - Champagne 12""X50 PZAS"
222,"005899","DECORO   CHROME J9 - Cobre 12""X50 PZAS"
223,"0058910","DECORO   CHROME J10 - Rose Gold 12""X50 PZAS"
225,"0058912","DECORO   CHROME J12 - Rojo 12""X50 PZAS"
226,"0058913","DECORO   CHROME J13 - Verde Claro 12""X50 PZAS"
227,"0058914","DECORO   CHROME J14 - Verde Oscuro 12""X50 PZAS"
228,"0058915","DECORO   CHROME J15 - Verde Pino 12""X50 PZAS"
229,"0058916","DECORO   CHROME J16 - Oro Viejo 12""X50 PZAS"
230,"0058917","DECORO   CHROME J17 - Olivo 12""X50 PZAS"
231,"0058918","DECORO   CHROME J18 - Azul Claro 12""X50 PZAS"
232,"0058919","DECORO   CHROME J19 - Azul Oscuro 12""X50 PZAS"
233,"0058920","DECORO   CHROME J20 - Azul Real 12""X50 PZAS"
234,"0058921","DECORO   CHROME J21 - Turqueza 12""X50 PZAS"
235,"0058922","DECORO   CHROME J22 - Negro 12""X50 PZAS"
236,"0058923","DECORO   CHROME J23 - Arena 12""X50 PZAS"
237,"0058924","DECORO   CHROME J24 - Oro 12""X50 PZAS"
238,"0058925","DECORO   CHROME J25 - Taro 12""X50 PZAS"
239,"0058926","DECORO   CHROME J26 - Azul Naval 12""X50 PZAS"
240,"0058927","DECORO   CHROME J27 - Verde Noche 12""X50 PZAS"
241,"0058928","DECORO   CHROME J28 - Rojo Granate 12""X50 PZAS"
242,"000891","DECORO   CHROME J1 - Oro Nuevo 18""X25 PZAS"
243,"000902","DECORO   CHROME J2 - Plata 18""X25 PZAS"
244,"000913","DECORO   CHROME J3 - Retro Rosa 18""X25 PZAS"
245,"000924","DECORO   CHROME J4 - Albaricoque 18""X25 PZAS"
246,"000935","DECORO   CHROME J5 - Rosa Lila 18""X25 PZAS"
247,"000946","DECORO   CHROME J6 - Fucshia 18""X25 PZAS"
248,"000957","DECORO   CHROME J7 - Morado 18""X25 PZAS"
249,"000968","DECORO   CHROME J8 - Champagne 18""X25 PZAS"
250,"000979","DECORO   CHROME J9 - Cobre 18""X25 PZAS"
251,"0009810","DECORO   CHROME J10 - Rose Gold 18""X25 PZAS"
252,"0009911","DECORO   CHROME J11 - Rosa Aura 18""X25 PZAS"
253,"0010012","DECORO   CHROME J12 - Rojo 18""X25 PZAS"
254,"0010113","DECORO   CHROME J13 - Verde Claro 18""X25 PZAS"
255,"0010214","DECORO   CHROME J14 - Verde Oscuro 18""X25 PZAS"
256,"0010315","DECORO   CHROME J15 - Verde Pino 18""X25 PZAS"
257,"0010416","DECORO   CHROME J16 - Oro Viejo 18""X25 PZAS"
258,"0010517","DECORO   CHROME J17 - Olivo 18""X25 PZAS"
259,"0010618","DECORO   CHROME J18 - Azul Claro 18""X25 PZAS"
260,"0010719","DECORO   CHROME J19 - Azul Oscuro 18""X25 PZAS"
261,"0010820","DECORO   CHROME J20 - Azul Real 18""X25 PZAS"
262,"0010921","DECORO   CHROME J21 - Turqueza 18""X25 PZAS"
263,"0011022","DECORO   CHROME J22 - Negro 18""X25 PZAS"
264,"0011123","DECORO   CHROME J23 - Arena 18""X25 PZAS"
265,"0011224","DECORO   CHROME J24 - Oro 18""X25 PZAS"
266,"0011325","DECORO   CHROME J25 - Taro 18""X25 PZAS"
267,"0011426","DECORO   CHROME J26 - Azul Naval 18""X25 PZAS"
268,"0011527","DECORO   CHROME J27 - Verde Noche 18""X25 PZAS"
269,"0011628","DECORO   CHROME J28 - Rojo Granate 18""X25 PZAS"
270,"001301","DECORO  F1-Coral 5""X100 PZAS"
271,"001302","DECORO  F2-Azul Electrico 5""X100 PZAS"
272,"001303","DECORO  F3-Tinto 5""X100 PZAS"
273,"001304","DECORO  F4-Azul Oceano 5""X100 PZAS"
274,"001305","DECORO  F5-Tinto Café 5""X100 PZAS"
275,"001306","DECORO  F6-Olivo 5""X100 PZAS"
276,"001307","DECORO  F7-Terracota 5""X100 PZAS"
277,"001308","DECORO  F8-Nude 5""X100 PZAS"
278,"001309","DECORO  F9-Moka 5""X100 PZAS"
279,"0013010","DECORO  F10-Durazno 5""X100 PZAS"
280,"0013011","DECORO  F11-Uva 5""X100 PZAS"
281,"0013012","DECORO  F12-Magenta 5""X100 PZAS"
282,"0013013","DECORO  F13-Café 5""X100 PZAS"
283,"0013014","DECORO  F14-Rosa Palo 5""X100 PZAS"
284,"0013015","DECORO  F15-Eucalipto 5""X100 PZAS"
285,"0013016","DECORO  F16-Gris 5""X100 PZAS"
286,"0013017","DECORO  F17-Arena 5""X100 PZAS"
287,"0013018","DECORO  F18-Naranja Palo 5""X100 PZAS"
288,"0013019","DECORO  F19-Azul Hielo 5""X100 PZAS"
289,"0013020","DECORO  F20-Marfil 5""X100 PZAS"
290,"0013021","DECORO  F21-Verde Arbol 5""X100 PZAS"
291,"0013022","DECORO  F22-Azul Atardecer 5""X100 PZAS"
292,"0013023","DECORO  F23-Rosa Clavel 5""X100 PZAS"
293,"0013024","DECORO  F24-Crema 5""X100 PZAS"
294,"0013025","DECORO  F25-Cacao 5""X100 PZAS"
295,"0013026","DECORO  F26-Jengibre 5""X100 PZAS"
296,"0013027","DECORO  F27-Laurel 5""X100 PZAS"
297,"0013028","DECORO  F28-Lavanda 5""X100 PZAS"
298,"0013029","DECORO  F29-Cajeta 5""X100 PZAS"
299,"0013030","DECORO  F30-Azul Naval 5""X100 PZAS"
300,"0013031","DECORO  QF3 - Retro Rosa Palo 5""X100 PZAS"
301,"0013032","DECORO  M1 - Rosa Lila 5""X100 PZAS"
302,"0013033","DECORO  M2 - Sandia 5""X100 PZAS"
303,"0013034","DECORO  M3 - Azul Bebe 5""X100 PZAS"
304,"0013035","DECORO  M4 - Rosa Bebe 5""X100 PZAS"
305,"0013036","DECORO  M5 - Menta 5""X100 PZAS"
306,"0013037","DECORO  M6 - Rosa Salmon 5""X100 PZAS"
307,"0013038","DECORO  M7 - Lila 5""X100 PZAS"
308,"0013039","DECORO  M8 - Gris Azulado 5""X100 PZAS"
309,"0013040","DECORO  M9 - Amarillo Pastel 5""X100 PZAS"
310,"0013041","DECORO  M10 - Manzana 5""X100 PZAS"
311,"0013042","DECORO  M11 - Verde Pastel 5""X100 PZAS"
312,"0013043","DECORO  Qy16-Transparente 5""X100 PZAS"
313,"0013044","DECORO  Y1 - Rojo 5""X100 PZAS"
314,"0013045","DECORO  Y2 - Amarillo 5""X100 PZAS"
315,"0013046","DECORO  Y3 - Azul Rey 5""X100 PZAS"
316,"0013047","DECORO  Y4 - Rosa Brillante 5""X100 PZAS"
317,"0013048","DECORO  Y5 - Verde Pasto 5""X100 PZAS"
318,"0013049","DECORO  Y6 - Naranja 5""X100 PZAS"
319,"0013050","DECORO  Y7 - Morado 5""X100 PZAS"
320,"0013051","DECORO  Y8 - Verde Bandera 5""X100 PZAS"
321,"0013052","DECORO  Y9 - Fucshia 5""X100 PZAS"
322,"0013053","DECORO  Y10 - Azul Cielo 5""X100 PZAS"
323,"0013054","DECORO  Y11 - Rosa  5""X100 PZAS"
324,"0013055","DECORO  Y12 - Turquesa 5""X100 PZAS"
325,"0013056","DECORO  Y13 - Verde Lima 5""X100 PZAS"
326,"0013057","DECORO  Y14 - Blanco 5""X100 PZAS"
327,"0013058","DECORO  Y15 - Mandarina 5""X100 PZAS"
328,"0013059","DECORO  Y16 - Negro 5""X100 PZAS"
329,"001931","DECORO  F1-Coral 12""X100 PZAS 2.8G"
330,"001932","DECORO  F2-Azul Electrico 12""X100 PZAS 2.8G"
331,"001933","DECORO  F3-Tinto 12""X100 PZAS 2.8G"
332,"001934","DECORO  F4-Azul Oceano 12""X100 PZAS 2.8G"
333,"001935","DECORO  F5-Tinto Café 12""X100 PZAS 2.8G"
334,"001936","DECORO  F6-Olivo 12""X100 PZAS 2.8G"
335,"001937","DECORO  F7-Terracota 12""X100 PZAS 2.8G"
336,"001938","DECORO  F8-Nude 12""X100 PZAS 2.8G"
337,"001939","DECORO  F9-Moka 12""X100 PZAS 2.8G"
338,"0019310","DECORO  F10-Durazno 12""X100 PZAS 2.8G"
339,"0019311","DECORO  F11-Uva 12""X100 PZAS 2.8G"
340,"0019312","DECORO  F12-Magenta 12""X100 PZAS 2.8G"
341,"0019313","DECORO  F13-Café 12""X100 PZAS 2.8G"
342,"0019314","DECORO  F14-Rosa Palo 12""X100 PZAS 2.8G"
343,"0019315","DECORO  F15-Eucalipto 12""X100 PZAS 2.8G"
344,"0019316","DECORO  F16-Gris 12""X100 PZAS 2.8G"
345,"0019317","DECORO  F17-Arena 12""X100 PZAS 2.8G"
346,"0019318","DECORO  F18-Naranja Palo 12""X100 PZAS 2.8G"
347,"0019319","DECORO  F19-Azul Hielo 12""X100 PZAS 2.8G"
348,"0019320","DECORO  F20-Marfil 12""X100 PZAS 2.8G"
349,"0019321","DECORO  F21-Verde Arbol 12""X100 PZAS 2.8G"
350,"0019322","DECORO  F22-Azul Atardecer 12""X100 PZAS 2.8G"
351,"0019323","DECORO  F23-Rosa Clavel 12""X100 PZAS 2.8G"
352,"0019324","DECORO  F24-Crema 12""X100 PZAS 2.8G"
353,"0019325","DECORO  F25-Cacao 12""X100 PZAS 2.8G"
354,"0019326","DECORO  F26-Jengibre 12""X100 PZAS 2.8G"
355,"0019327","DECORO  F27-Laurel 12""X100 PZAS 2.8G"
356,"0019328","DECORO  F28-Lavanda 12""X100 PZAS 2.8G"
357,"0019329","DECORO  F29-Cajeta 12""X100 PZAS 2.8G"
358,"0019330","DECORO  F30-Azul Naval 12""X100 PZAS 2.8G"
359,"0019331","DECORO  QF3 - Retro Rosa Palo 12""X100 PZAS 2.8G"
360,"0019332","DECORO  M1 - Rosa Lila 12""X100 PZAS 2.8G"
361,"0019333","DECORO  M2 - Sandia 12""X100 PZAS 2.8G"
362,"0019334","DECORO  M3 - Azul Bebe 12""X100 PZAS 2.8G"
363,"0019335","DECORO  M4 - Rosa Bebe 12""X100 PZAS 2.8G"
364,"0019336","DECORO  M5 - Menta 12""X100 PZAS 2.8G"
365,"0019337","DECORO  M6 - Rosa Salmon 12""X100 PZAS 2.8G"
366,"0019338","DECORO  M7 - Lila 12""X100 PZAS 2.8G"
367,"0019339","DECORO  M8 - Gris Azulado 12""X100 PZAS 2.8G"
368,"0019340","DECORO  M9 - Amarillo Pastel 12""X100 PZAS 2.8G"
369,"0019341","DECORO  M10 - Manzana 12""X100 PZAS 2.8G"
370,"0019342","DECORO  M11 - Verde Pastel 12""X100 PZAS 2.8G"
371,"0019343","DECORO  Qy16-Transparente 12""X100 PZAS 2.8G"
372,"0019344","DECORO  Y1 - Rojo 12""X100 PZAS 2.8G"
373,"0019345","DECORO  Y2 - Amarillo 12""X100 PZAS 2.8G"
374,"0019346","DECORO  Y3 - Azul Rey 12""X100 PZAS 2.8G"
375,"0019347","DECORO  Y4 - Rosa Brillante 12""X100 PZAS 2.8G"
376,"0019348","DECORO  Y5 - Verde Pasto 12""X100 PZAS 2.8G"
377,"0019349","DECORO  Y6 - Naranja 12""X100 PZAS 2.8G"
378,"0019350","DECORO  Y7 - Morado 12""X100 PZAS 2.8G"
379,"0019351","DECORO  Y8 - Verde Bandera 12""X100 PZAS 2.8G"
380,"0019352","DECORO  Y9 - Fucshia 12""X100 PZAS 2.8G"
381,"0019353","DECORO  Y10 - Azul Cielo 12""X100 PZAS 2.8G"
382,"0019354","DECORO  Y11 - Rosa  12""X100 PZAS 2.8G"
383,"0019355","DECORO  Y12 - Turquesa 12""X100 PZAS 2.8G"
384,"0019356","DECORO  Y13 - Verde Lima 12""X100 PZAS 2.8G"
385,"0019357","DECORO  Y14 - Blanco 12""X100 PZAS 2.8G"
386,"0019358","DECORO  Y15 - Mandarina 12""X100 PZAS 2.8G"
387,"0019359","DECORO  Y16 - Negro 12""X100 PZAS 2.8G"
388,"007701","DECORO  F1-Coral 12""X100 PZAS 3.2G"
389,"007702","DECORO  F2-Azul Electrico 12""X100 PZAS 3.2G"
390,"007703","DECORO  F3-Tinto 12""X100 PZAS 3.2G"
391,"007704","DECORO  F4-Azul Oceano 12""X100 PZAS 3.2G"
392,"007705","DECORO  F5-Tinto Café 12""X100 PZAS 3.2G"
393,"007706","DECORO  F6-Olivo 12""X100 PZAS 3.2G"
394,"007707","DECORO  F7-Terracota 12""X100 PZAS 3.2G"
395,"007708","DECORO  F8-Nude 12""X100 PZAS 3.2G"
396,"007709","DECORO  F9-Moka 12""X100 PZAS 3.2G"
397,"0077010","DECORO  F10-Durazno 12""X100 PZAS 3.2G"
398,"0077011","DECORO  F11-Uva 12""X100 PZAS 3.2G"
399,"0077012","DECORO  F12-Magenta 12""X100 PZAS 3.2G"
400,"0077013","DECORO  F13-Café 12""X100 PZAS 3.2G"
401,"0077014","DECORO  F14-Rosa Palo 12""X100 PZAS 3.2G"
402,"0077015","DECORO  F15-Eucalipto 12""X100 PZAS 3.2G"
403,"0077016","DECORO  F16-Gris 12""X100 PZAS 3.2G"
404,"0077017","DECORO  F17-Arena 12""X100 PZAS 3.2G"
405,"0077018","DECORO  F18-Naranja Palo 12""X100 PZAS 3.2G"
406,"0077019","DECORO  F19-Azul Hielo 12""X100 PZAS 3.2G"
407,"0077020","DECORO  F20-Marfil 12""X100 PZAS 3.2G"
408,"0077021","DECORO  F21-Verde Arbol 12""X100 PZAS 3.2G"
409,"0077022","DECORO  F22-Azul Atardecer 12""X100 PZAS 3.2G"
410,"0077023","DECORO  F23-Rosa Clavel 12""X100 PZAS 3.2G"
411,"0077024","DECORO  F24-Crema 12""X100 PZAS 3.2G"
412,"0077025","DECORO  F25-Cacao 12""X100 PZAS 3.2G"
413,"0077026","DECORO  F26-Jengibre 12""X100 PZAS 3.2G"
414,"0077027","DECORO  F27-Laurel 12""X100 PZAS 3.2G"
415,"0077028","DECORO  F28-Lavanda 12""X100 PZAS 3.2G"
416,"0077029","DECORO  F29-Cajeta 12""X100 PZAS 3.2G"
417,"0077030","DECORO  F30-Azul Naval 12""X100 PZAS 3.2G"
418,"0077031","DECORO  QF3 - Retro Rosa Palo 12""X100 PZAS 3.2G"
419,"0077032","DECORO  M1 - Rosa Lila 12""X100 PZAS 3.2G"
420,"0077033","DECORO  M2 - Sandia 12""X100 PZAS 3.2G"
421,"0077034","DECORO  M3 - Azul Bebe 12""X100 PZAS 3.2G"
422,"0077035","DECORO  M4 - Rosa Bebe 12""X100 PZAS 3.2G"
423,"0077036","DECORO  M5 - Menta 12""X100 PZAS 3.2G"
424,"0077037","DECORO  M6 - Rosa Salmon 12""X100 PZAS 3.2G"
425,"0077038","DECORO  M7 - Lila 12""X100 PZAS 3.2G"
426,"0077039","DECORO  M8 - Gris Azulado 12""X100 PZAS 3.2G"
427,"0077040","DECORO  M9 - Amarillo Pastel 12""X100 PZAS 3.2G"
428,"0077041","DECORO  M10 - Manzana 12""X100 PZAS 3.2G"
429,"0077042","DECORO  M11 - Verde Pastel 12""X100 PZAS 3.2G"
430,"0077043","DECORO  Qy16-Transparente 12""X100 PZAS 3.2G"
431,"0077044","DECORO  Y1 - Rojo 12""X100 PZAS 3.2G"
432,"0077045","DECORO  Y2 - Amarillo 12""X100 PZAS 3.2G"
433,"0077046","DECORO  Y3 - Azul Rey 12""X100 PZAS 3.2G"
434,"0077047","DECORO  Y4 - Rosa Brillante 12""X100 PZAS 3.2G"
435,"0077048","DECORO  Y5 - Verde Pasto 12""X100 PZAS 3.2G"
436,"0077049","DECORO  Y6 - Naranja 12""X100 PZAS 3.2G"
437,"0077050","DECORO  Y7 - Morado 12""X100 PZAS 3.2G"
438,"0077051","DECORO  Y8 - Verde Bandera 12""X100 PZAS 3.2G"
439,"0077052","DECORO  Y9 - Fucshia 12""X100 PZAS 3.2G"
440,"0077053","DECORO  Y10 - Azul Cielo 12""X100 PZAS 3.2G"
441,"0077054","DECORO  Y11 - Rosa  12""X100 PZAS 3.2G"
442,"0077055","DECORO  Y12 - Turquesa 12""X100 PZAS 3.2G"
443,"0077056","DECORO  Y13 - Verde Lima 12""X100 PZAS 3.2G"
444,"0077057","DECORO  Y14 - Blanco 12""X100 PZAS 3.2G"
445,"0077058","DECORO  Y15 - Mandarina 12""X100 PZAS 3.2G"
446,"0077059","DECORO  Y16 - Negro 12""X100 PZAS 3.2G"
447,"001981","DECORO  F1-Coral 18""X25 PZAS"
448,"001982","DECORO  F2-Azul Electrico 18""X25 PZAS"
449,"001983","DECORO  F3-Tinto 18""X25 PZAS"
450,"001984","DECORO  F4-Azul Oceano 18""X25 PZAS"
451,"001985","DECORO  F5-Tinto Café 18""X25 PZAS"
452,"001986","DECORO  F6-Olivo 18""X25 PZAS"
453,"001987","DECORO  F7-Terracota 18""X25 PZAS"
454,"001988","DECORO  F8-Nude 18""X25 PZAS"
455,"001989","DECORO  F9-Moka 18""X25 PZAS"
456,"0019810","DECORO  F10-Durazno 18""X25 PZAS"
457,"0019811","DECORO  F11-Uva 18""X25 PZAS"
458,"0019812","DECORO  F12-Magenta 18""X25 PZAS"
459,"0019813","DECORO  F13-Café 18""X25 PZAS"
460,"0019814","DECORO  F14-Rosa Palo 18""X25 PZAS"
461,"0019815","DECORO  F15-Eucalipto 18""X25 PZAS"
462,"0019816","DECORO  F16-Gris 18""X25 PZAS"
463,"0019817","DECORO  F17-Arena 18""X25 PZAS"
464,"0019818","DECORO  F18-Naranja Palo 18""X25 PZAS"
465,"0019819","DECORO  F19-Azul Hielo 18""X25 PZAS"
466,"0019820","DECORO  F20-Marfil 18""X25 PZAS"
467,"0019821","DECORO  F21-Verde Arbol 18""X25 PZAS"
468,"0019822","DECORO  F22-Azul Atardecer 18""X25 PZAS"
469,"0019823","DECORO  F23-Rosa Clavel 18""X25 PZAS"
470,"0019824","DECORO  F24-Crema 18""X25 PZAS"
471,"0019825","DECORO  F25-Cacao 18""X25 PZAS"
472,"0019826","DECORO  F26-Jengibre 18""X25 PZAS"
473,"0019827","DECORO  F27-Laurel 18""X25 PZAS"
474,"0019828","DECORO  F28-Lavanda 18""X25 PZAS"
475,"0019829","DECORO  F29-Cajeta 18""X25 PZAS"
476,"0019830","DECORO  F30-Azul Naval 18""X25 PZAS"
477,"0019831","DECORO  QF3 - Retro Rosa Palo 18""X25 PZAS"
478,"0019832","DECORO  M1 - Rosa Lila 18""X25 PZAS"
479,"0019833","DECORO  M2 - Sandia 18""X25 PZAS"
480,"0019834","DECORO  M3 - Azul Bebe 18""X25 PZAS"
481,"0019835","DECORO  M4 - Rosa Bebe 18""X25 PZAS"
482,"0019836","DECORO  M5 - Menta 18""X25 PZAS"
483,"0019837","DECORO  M6 - Rosa Salmon 18""X25 PZAS"
484,"0019838","DECORO  M7 - Lila 18""X25 PZAS"
485,"0019839","DECORO  M8 - Gris Azulado 18""X25 PZAS"
486,"0019840","DECORO  M9 - Amarillo Pastel 18""X25 PZAS"
487,"0019841","DECORO  M10 - Manzana 18""X25 PZAS"
488,"0019842","DECORO  M11 - Verde Pastel 18""X25 PZAS"
489,"0019843","DECORO  Qy16-Transparente 18""X25 PZAS"
490,"0019844","DECORO  Y1 - Rojo 18""X25 PZAS"
491,"0019845","DECORO  Y2 - Amarillo 18""X25 PZAS"
492,"0019846","DECORO  Y3 - Azul Rey 18""X25 PZAS"
493,"0019847","DECORO  Y4 - Rosa Brillante 18""X25 PZAS"
494,"0019848","DECORO  Y5 - Verde Pasto 18""X25 PZAS"
495,"0019849","DECORO  Y6 - Naranja 18""X25 PZAS"
496,"0019850","DECORO  Y7 - Morado 18""X25 PZAS"
497,"0019851","DECORO  Y8 - Verde Bandera 18""X25 PZAS"
498,"0019852","DECORO  Y9 - Fucshia 18""X25 PZAS"
499,"0019853","DECORO  Y10 - Azul Cielo 18""X25 PZAS"
500,"0019854","DECORO  Y11 - Rosa  18""X25 PZAS"
501,"0019855","DECORO  Y12 - Turquesa 18""X25 PZAS"
502,"0019856","DECORO  Y13 - Verde Lima 18""X25 PZAS"
503,"0019857","DECORO  Y14 - Blanco 18""X25 PZAS"
504,"0019858","DECORO  Y15 - Mandarina 18""X25 PZAS"
505,"0019859","DECORO  Y16 - Negro 18""X25 PZAS"
506,"006361","DECORO  BIPOLO Verde Pasto 12""X100 PZAS HIGH FASHIO"
507,"006362","DECORO  BIPOLO Verde Bandera 12""X100 PZAS HIGH FASHIO"
