"idproducto","barra","descripcion"
850,"00363",BOLSA GLOBOS CHROME EL MEXICANO 260*25PZAS
613,"00364",LETRERO GLOBOS FELIZ CUMPLEAÑOS CURSIVO
704,"00365",TATTOOS DE DIA DE MUERTOS
614,"00368","SET DE GLOBOS 5 PIEZAS (5 METALICOS COMUNION, CORONA, CUMPLEAÑOS, GRADUACION)"
897,"00375",BASE PARA GLOBOS VERTICAL MADERA GRANDE
851,"00397","BOLSA GLOBOS GLOMEX GLOBOS 12""X100 PZAS 2.8 GRS"
896,"00398",BASE PARA GLOBOS VERTICAL MADERA CHICO
615,"00399",GLOBO FIGURA GRANDE
864,"00400","BOLSA GLOBOS SENSACIONAL 9""X50 PZAS MATE"
896,"00401",BASE PARA GLOBOS VERTICAL MADERA CHICO
897,"00402",BASE PARA GLOBOS VERTICAL MADERA GRANDE
743,"00403",BOLSA REGALO CHICA TODA OCACION
615,"00404",GLOBO FIGURA GRANDE
671,"00405",PARTY POPPER Y/O CAÑON CHICO 30 CM
720,"00406",MANTEL SURTIDO AMSCAN
671,"00407",PARTY POPPER Y/O CAÑON CHICO 30 CM
671,"00408",PARTY POPPER Y/O CAÑON CHICO 30 CM
705,"00413",VELAS DE HUMO (ELECTRONICA)
616,"00414",PISTOLA DE SILICON CHICA MODEL: BT1436
617,"00415","GLOBOS DE ESTRELLA 18"" KALEIDOSCOPE"
752,"00417",BOLSA IMPORTADA CHICA
618,"00418","GLOBO ORBZ 15"" (4D)"
619,"00419","GLOBO ORBZ 10"" (4D)"
621,"00423",PEGAMENTO EL BUENO Y/O EGR (ESMALTE)
696,"00424",MANTEL SURTIDO AMSCAN REDONDO
697,"00425",VELAS DE ESPIRAL AMSCAN SURTIDAS 10 PZAS
836,"00427","BOLSA GLOBOS TONGXUAN/PARTY 12""X100 PZAS MATE"
594,"00428",CALIBRADOR DE GLOBOS PLASTICO
837,"00433","BOLSA GLOBOS DECORO GLOBOS 12""X100 PZAS HIGH FASHION 3.2G"
595,"00434",MANDIL DE DECORADOR
596,"00437","SET DE GLOBOS LOVE CON GLOBO 24"""
843,"000000004879","BOLSA GLOBOS QUIAO 10""X100 PZAS MATE"
733,"00001",#GENERAL
741,"00007",BOLSA REGALO GRANDE TODA OCACION
742,"00008",BOLSA REGALO MEDIANA TODA OCACION
743,"00009",BOLSA REGALO CHICA TODA OCACION
534,"00011",GLOBOS PVC CON LUCES
535,"00012",SET DE GLOBOS LATEX DIDO 67PZAS (ORGANICA)
536,"00017","GLOBO 18"" SURTIDOS CON ESTAMPADO"
537,"00018","GLOBO 18"" SURTIDOS INFLADO"
734,"00020",PAPEL PICADO
735,"00021",PAPEL PIACADO PAQUETE 30 UND
736,"00022",PAPEL DE REGALO
669,"00031",BASE DE PLASTICO CON PEGAMENTO Y/O PEGOSTE 20 PZA
756,"00032",BOLSA REGALO XXL TODA OCACION
670,"00037",VELAS DE NUMEROS ZENTELLA
597,"00439",MAGIC BALLOONS Y/O GLOBO DE AGUA 111 PZAS (B-314)
838,"00440","BOLSA GLOBOS 18""X5 PZAS"
598,"00441",SET DE GLOBOS 5 PIEZAS (5 METALICOS) PERSONAJES
599,"00445",SET DE GLOBOS LATEX TLX 67PZAS (ORGANICA) QQ-1391
600,"00446",SET COMPLETO LETRERO GLOBOS FELIZ CUMPLEAÑOS 22 PZAS
839,"00447","BOLSA GLOBOS SENSACIONAL 9""X100 PZAS METALICO"
840,"00455","BOLSA GLOBOS EL MEXICANO 12""*10PZAS VACA-HUELLA"
601,"00457",EL BUENO SHINE ABRILLANTADOR ATOMIZADOR 240 ML
698,"00461",VELAS DE NUMEROS MAGICA
699,"00462",VELAS PALITOS NEON MAGICA
602,"00463","FIGURA DE GLOBO VARIOS MODELOS 55"""
603,"00464",SET DE GLOBOS 5 PIEZAS
604,"00465","GLOBO ESTRELLA DE PICO 22"""
605,"00466","GLOBO ESTRELLA DE PICO 27"" TRASLUCIDA"
841,"00468","BOLSA GLOBOS PAYASO 9""*50PZAS METALICO"
700,"00472",VELAS DE PALITO CON FELIZ CUMPLEAÑOS 13PZA
842,"00473","BOLSA GLOBOS TONGXUAN/PARTY 5""X100 PZAS MATE"
606,"00476",CINTA DOBLE CARA 20MTS*48MM
607,"00484",MARCADOR Y/O PLUMON PARA GLOBOS X 1 PZ
895,"00485",BASE PARA GLOBOS VERTICAL MADERA MEDIANA
608,"00486",GLOBOS DE FIGURAS DINOSAURIO GRANDE 3D
843,"00487","BOLSA GLOBOS QUIAO 10""X100 PZAS MATE"
610,"00491",GLOBO FIGURA CHICO
611,"00492",GLOBO FIGURA EXTRA GRANDE/JUMBO
612,"00493",HILO DE CAÑAMO 0.60 MM * 100 MTS
844,"00494","BOLSA GLOBOS PAYASO 24""*3PZAS MATE"
845,"00496","BOLSA GLOBOS EL MEXICANO 9""*100PZAS MATE"
822,"00497","BOLSA GLOBOS PAYASO 5""*100 PZAS MATE"
823,"00498","BOLSA GLOBOS PAYASO 5""*100 PZAS METALICO"
739,"00040","BOLSA DE GLOBO 9"" SURTIDO 50 UNIDADES"
528,"00042","BOLSA DE GLOBO 12"" MATE 100 PIEZAS"
671,"00044",PARTY POPPER Y/O CAÑON CHICO 30 CM
672,"00045",PARTY POPPER Y/O CAÑON REVELACION SX 30 Y 20 CM
529,"00046",HI FLOAT Y/O GEL DE GLOBOS CON DISPENSADOR 100ML
673,"00047",SERPENTINAS EN PAPEL (CJA 250 PZAS)
674,"00048",CORTINA DE TECHO 33CM X 4.5 MTS
530,"00049",GLOBO BUHO CHICA
740,"00059",BOLSA REGALO LISA JUMBO
675,"00061",SERVILLETAS BIG PARTY 40PZAS
760,"00062","BOLSA GLOBOS SEMPERTEX 12""X50 PZAS"
761,"00063","BOLSA GLOBOS QUIAO 12""X100 PZAS METALICO"
676,"00064",CORTINA FALDON TABLON 70 CM X 3 MTS
762,"00065","BOLSA GLOBOS QUIAO 10""X100 PZAS MATE CORAZON"
763,"00089","BOLSA GLOBOS CHROME 18""*25 PZAS"
531,"00093",LETRERO GLOBOS LOVE Y/O TE AMO CURSIVO 70 X 56 CM GDE
764,"00095","CAJA QUIAO MATE 10"" X 100 PZA X 100 BOLSA"
532,"00096","PAQUETE GLOBO PVC 36"" PRE-ESTIRADA 50 PZA"
869,"00098",BASE CIRCULAR PARA GLOBOS PLASTICO GDE 7 MTS LINEAL
533,"00099",SET DE GLOBOS SAN VALENTIN OSO 5 PZA
724,"00100",VELAS DE ESPIRAL AMSCAN SURTIDAS
652,"00101",CONFETI PARA GLOBOS CFT-1.5CM
725,"00102",MANTEL SURTIDO ECON
726,"00103",VELAS DE CHISPA GRANDE (PAQ 25 PZAS)
858,"00104","BOLSA GLOBOS QUIAO 12""X6 PZAS BRILLO"
727,"00105",PAQUETE DE MECHUDOS MATE Y METALICOS
859,"00108","BOLSA GLOBOS CHROME 12""*50 PZAS"
653,"00110",LETRERO GLOBOS FELIZ AÑO NUEVO
654,"00111","GLOBO IMPORTADA SURTIDOS 18"" (AMOR,TODA OCACION)"
655,"00112",PORTA GLOBOS EXTRA JUMBO TRANSPARENTE
656,"00115",INFLADOR ELECTRICO (ROSA 110 V - 600W) 73005
657,"00116",LETRERO GLOBOS LOVE Y/O TE AMO CURSIVO 50 X 40 CM CHICO
898,"00117",BASE CIRCULAR PARA GLOBOS PLASTICO BS-8
860,"00127","BOLSA GLOBOS SEMPERTEX 18""X25 PZAS"
861,"00128","BOLSA GLOBOS SEMPERTEX CHROME 12""*50 PZAS"
862,"00130","BOLSA GLOBOS DECORO GLOBOS 5""X100 PZAS"
863,"00132","BOLSA GLOBOS QUIAO 12""X100 PZAS VINTAGE"
658,"00136",PORTA GLOBOS JUMBO COLORES SURTIDO
899,"00139",BASE CIRCULAR PARA GLOBOS HIERRO CUADRADO
659,"00141",INFLADOR MANUAL IMPORT
728,"00142",VELAS DE CHISPA MEDIANA (PAQ 50 PZAS
660,"00143",PEGOSTE Y/O PUNTO FRIO DE SILICON PARA GLOBOS
661,"00146",LETRERO GLOBOS FELIZ CUMPLEAÑOS
662,"00147",LETRERO GLOBOS HAPPY BIRTHDAY
864,"00148","BOLSA GLOBOS SENSACIONAL 9""X50 PZAS MATE"
865,"00149","BOLSA GLOBOS SENSACIONAL 9""X50 PZAS METALICO"
866,"00150","BOLSA GLOBOS CHROME 10""*50 PZAS"
663,"00151",MEGA SHINE ABRILLANTADOR 570 ML
664,"00152",SET COMPLETO LETRERO GLOBOS FELIZ CUMPLEAÑOS 30-37 PZAS
758,"00155",CORTINAS METALICAS
759,"00156",CORTINAS METALICAS CUADROS
729,"00158",VELAS ALTAS AMSCAN COLOR SURTIDOS
730,"00160",BANDERINES SURTIDOS SUPER OFERTA**
731,"00161",SET DESECHABLES AMSCAN (8 CUCHILLOS 8 CUCHARAS 8 TENEDORES - 24 PZAS)
665,"00162","GLOBO DE LETRAS 16"""
666,"00163","GLOBO ORBZ 22"" (4D)"
867,"00165","BOLSA GLOBOS SENSACIONAL 9""X 100 PZAS MATE"
732,"00167",VELAS DE HUMO
868,"00169","BOLSA GLOBOS QUIAO 12""X100 PZAS MATE"
667,"00170","PAQUETE GLOBO PVC 18"""
668,"00171","PAQUETE GLOBO PVC 24"""
636,"00172","PAQUETE GLOBO PVC 32"" Y 36"""
637,"00173","PAQUETE GLOBO PVC 14"""
638,"00175",GUIA PARA GLOBOS 5 MTS (13*21.5 Y)
639,"00176","GLOBO DE NUMERO JUMBO 40"""
640,"00177","GLOBO DE NUMERO MEDIANO 32"""
641,"00178","GLOBO DE NUMERO CHICO 16"""
717,"00179",VELAS DE ESPIRAL AMSCAN NEGRAS Y BLANCAS
718,"00180",VELAS DE CHISPA GRANDE
642,"00181","GLOBO PVC 32"" Y 36"""
643,"00182","GLOBO PVC 24"""
644,"00183","GLOBO PVC 18"""
645,"00188",PORTA GLOBOS CHICO COLORES SURTIDO
753,"00189",GRAMMAR BOLSA REGALO GRANDE
754,"00191",GRAMMAR BOLSA REGALO MEDIANA
755,"00192",GRAMMAR BOLSA REGALO MEDIANA PERSONAJE
854,"00193","BOLSA GLOBOS DECORO GLOBOS 12""X100 PZAS"
855,"00198","BOLSA GLOBOS DECORO GLOBOS 18""X25 PZAS"
719,"00199",LETRERO CARTON FELIZ CUMPLEAÑOS SUAJADO
720,"00202",MANTEL SURTIDO AMSCAN
721,"00204",SERVILLETAS SURTIDOS AMSCAN
646,"00205",GLOBOS ANAGRAN MULTI BALLOON
647,"00206",GLOBOS ANAGRAN CAMINANTES
648,"00207",GLOBOS ANAGRAN BOUQUET
649,"00213",LETRERO DE GLOBO FELIZ NAVIDAD
856,"00216","CAJA GLOBOS DECORO GLOBOS 12""X100 PZAS"
722,"00225",SERPENTINA EN SPRAY DE REVELACION SEXO
650,"00227","PAQUETE GLOBO PVC 24"" PRE-ESTIRADA 50 PZA"
651,"00229",GLOBOS DE FIGURA DE AMOR JAV
854,"2120118812178","BOLSA GLOBOS DECORO GLOBOS 12""X100 PZAS"
854,"11207382","BOLSA GLOBOS DECORO GLOBOS 12""X100 PZAS"
854,"2122738812279","BOLSA GLOBOS DECORO GLOBOS 12""X100 PZAS"
854,"2121038812101","BOLSA GLOBOS DECORO GLOBOS 12""X100 PZAS"
556,"00790","CAJA SUJETA DOCUMENTOS GRANDE Y/O PINZAS 51CM (2"")"
556,"25709","CAJA SUJETA DOCUMENTOS GRANDE Y/O PINZAS 51CM (2"")"
557,"00791",SET PINZAS / SUJETA DOCUMENTOS (SET 4 PZA)
557,"25710",SET PINZAS / SUJETA DOCUMENTOS (SET 4 PZA)
790,"00792","BOLSA GLOBOS DECORO GLOBOS 36""X3 PZAS"
790,"25711","BOLSA GLOBOS DECORO GLOBOS 36""X3 PZAS"
790,"7494258701704","BOLSA GLOBOS DECORO GLOBOS 36""X3 PZAS"
805,"9313597223181","BOLSA GLOBOS DECORO GLOBOS 12""X100 PZAS HIGH FASHION LINKING /BIPOLO"
791,"00793",EL BUENO SHINE ABRILLANTADOR 750 ML MONSTER (SPRAY)
791,"25712",EL BUENO SHINE ABRILLANTADOR 750 ML MONSTER (SPRAY)
792,"00794",DECO SHINE ABRILLANTADOR 750 ML MAX JUMBO (HASTA 10 DECORACIONES)
792,"25713",DECO SHINE ABRILLANTADOR 750 ML MAX JUMBO (HASTA 10 DECORACIONES)
680,"00795",VELAS DE NUMEROS DECORO
680,"25714",VELAS DE NUMEROS DECORO
886,"00796",CINCHOS 20 CM 3.5 MM 18KG COD 44304
886,"25715",CINCHOS 20 CM 3.5 MM 18KG COD 44304
887,"00797",CINCHOS 15 CM 3.5 MM 18KG COD 44303
887,"25716",CINCHOS 15 CM 3.5 MM 18KG COD 44303
870,"00798",CINTA PARA DUCTO 48MM ESOR 0.16MM 30 MTS COD 20529
870,"25717",CINTA PARA DUCTO 48MM ESOR 0.16MM 30 MTS COD 20529
871,"00799",CINTA PARA DUCTO 48MM ESOR 0.16MM 10 MTS COD 20528
871,"25718",CINTA PARA DUCTO 48MM ESOR 0.16MM 10 MTS COD 20528
872,"00800","GRAPAS TRUPER 5/16"" 8MM CONT.1000PZAS COD 17971"
872,"25719","GRAPAS TRUPER 5/16"" 8MM CONT.1000PZAS COD 17971"
873,"00801",ENGRAPADORA TRUPER COD 17977
873,"25720",ENGRAPADORA TRUPER COD 17977
874,"00802",CAJA HERRAMIENTAS GRANDE 19 X25 3 EN 1 TRUPER COD102644
874,"25721",CAJA HERRAMIENTAS GRANDE 19 X25 3 EN 1 TRUPER COD102644
875,"00803","CAJA HERRAMIENTAS CHICA 19"" CON COMPARTIMENTOS TRUPER COD 11143"
875,"25722","CAJA HERRAMIENTAS CHICA 19"" CON COMPARTIMENTOS TRUPER COD 11143"
765,"00804","BOLSA GLOBOS DECORO GLOBOS 160""X100 PZAS"
765,"25723","BOLSA GLOBOS DECORO GLOBOS 160""X100 PZAS"
766,"00805","BOLSA GLOBOS DECORO GLOBOS 360""X50 PZAS"
766,"25724","BOLSA GLOBOS DECORO GLOBOS 360""X50 PZAS"
767,"00806","BOLSA GLOBOS DECORO GLOBOS 660""X25 PZAS"
767,"25725","BOLSA GLOBOS DECORO GLOBOS 660""X25 PZAS"
872,"7501206672556","GRAPAS TRUPER 5/16"" 8MM CONT.1000PZAS COD 17971"
873,"7501206685372",ENGRAPADORA TRUPER COD 17977
875,"7506240654308","CAJA HERRAMIENTAS CHICA 19"" CON COMPARTIMENTOS TRUPER COD 11143"
874,"7502309735773",CAJA HERRAMIENTAS GRANDE 19 X25 3 EN 1 TRUPER COD102644
887,"7501206683446",CINCHOS 15 CM 3.5 MM 18KG COD 44303
886,"7501206683453",CINCHOS 20 CM 3.5 MM 18KG COD 44304
871,"7506240612780",CINTA PARA DUCTO 48MM ESOR 0.16MM 10 MTS COD 20528
870,"7506240612797",CINTA PARA DUCTO 48MM ESOR 0.16MM 30 MTS COD 20529
680,"6920221674122",VELAS DE NUMEROS DECORO
1816,"1316",DIADEMA MEDUSA HALLOWEN PT-1915
1807,"13110",ARAÑA GRANDE HALLOWEEN GUI-1602 50 CM
1618,"24635",PINTURA PARA LA CARA PTA-W-09 PFM24635 PFM20031
1842,"7821234719772",PINTURA CON DIENTE F24-2 PINTURA EN BARRA Y LIQUIDA 
1842,"5055745481725",PINTURA CON DIENTE F24-2 PINTURA EN BARRA Y LIQUIDA 
1893,"24867",MUÑECO COLGADERA CALAVERA MEDIANO ROJO NEGRO BLANCO
1903,"24639",MACHETE ZOMBIE KILER HALLOWEEN
1764,"13367",POMPONES DE COLORES MATE CIA-201
1337,"13114",TELA ARAÑA HALLOWEEN HLW-01
1913,"6970352598729",POPOTE PARA BEBIDA BOLA DISCO 4 PIEZAS
1914,"16506",SET DE DIADEMA Y BANDA DE FELIZ CUMPLEAÑO Y TEAM BRIDE
1914,"6900723545144",SET DE DIADEMA Y BANDA DE FELIZ CUMPLEAÑO Y TEAM BRIDE
1740,"9989410000118",LENTES ARCOIRIS LGTB
1217,"9222",CORONA REY CRUZ ORO Y PLATA A-152 BT-036A QW-80146
1166,"9224",CORONA REINA PLASTICO  DORADA Y PLATA CRN018
1383,"24344",CORONA REY MAGO PLATA DORADO BT-036 CRN-01 QW-80148
1280,A-956,ANTIFAZ OLOGRAFICO CARTON A-155 BT-1338 BT-1340 XN-16 XN-16AA PFM-T2248 PFM-T2247 PFM-T2246
1280,A-954,ANTIFAZ OLOGRAFICO CARTON A-155 BT-1338 BT-1340 XN-16 XN-16AA PFM-T2248 PFM-T2247 PFM-T2246
1280,"6912345678179",ANTIFAZ OLOGRAFICO CARTON A-155 BT-1338 BT-1340 XN-16 XN-16AA PFM-T2248 PFM-T2247 PFM-T2246
1623,"8003543698101",VELAS DE CARAMELO SORPRESA CUMPLEAÑOS SIN MUSICA
685,"6901814521511",VELAS BLANCA ENCIENDE LA LUZ 
1706,"25313",LENTES PLASTICO DORADO FELIZ AÑO NUEVO BT-1457 PFM25313
1707,"25315",LENTES PLASTICO DIAMANTINA FELIZ AÑO NUEVO BT-1458 LT-2020-2 PFM25315
1842,"24636",PINTURA CON DIENTE F24-2 PINTURA EN BARRA Y LIQUIDA 
1618,"20031",PINTURA PARA LA CARA PTA-W-09 PFM24635 PFM20031
1824,"21941",MASCARA SURTIDA DE FOAMI Y PLASTICO
1824,"21942",MASCARA SURTIDA DE FOAMI Y PLASTICO
1824,"21943",MASCARA SURTIDA DE FOAMI Y PLASTICO
1824,"21944",MASCARA SURTIDA DE FOAMI Y PLASTICO
1824,"21945",MASCARA SURTIDA DE FOAMI Y PLASTICO
1824,"21947",MASCARA SURTIDA DE FOAMI Y PLASTICO
1824,"21948",MASCARA SURTIDA DE FOAMI Y PLASTICO
1917,"12132",CAKE TOPER GIGANTE PARA PARED
1917,"12133",CAKE TOPER GIGANTE PARA PARED
1917,"12134",CAKE TOPER GIGANTE PARA PARED
1917,"12135",CAKE TOPER GIGANTE PARA PARED
1917,"12136",CAKE TOPER GIGANTE PARA PARED
1917,"12137",CAKE TOPER GIGANTE PARA PARED
1917,"12138",CAKE TOPER GIGANTE PARA PARED
1918,"246091",PELOTA PELUCHE 6 INCH
1919,"246094",PELOTA DE PELUCHE SURTIDO 9 INCH
1919,"246095",PELOTA DE PELUCHE SURTIDO 9 INCH
1919,"246096",PELOTA DE PELUCHE SURTIDO 9 INCH
1919,"246097",PELOTA DE PELUCHE SURTIDO 9 INCH
1921,"16502",SET CAJA DE ACETATO BABY  4 PIEZAS
940,"6984638799885",SANGRE LIQUIDA HALLOWEEN GUI-2972
585,"11668",CALIBRADOR DE GLOBOS MADERA
817,"2122820251115","BOLSA GLOBOS DECORO GLOBOS 12""X50 PZAS (HUELLAS/VACA)"
1215,"8881006264014",PELUCA LARGA LISA COLORES A-800 JF002 JF010 JF264A PLC-168 JF-91
1,"001",PRODUCTO GENERICO
2,"002",SERVICIO GENERICO
3,"001",PRODUCTO GENERICO
5,"001",PRODUCTO GENERICO
6,"002",SERVICIO GENERICO
7,"007471","DECORO   Arena Oscuro 12""X100 PZA HIGH FASHION 2.8 GR"
4,"002",#SERVICIO GENERICO
680,"00795",VELAS DE NUMEROS DECORO
8,"007472","DECORO   Arena Perla 12""X100 PZA HIGH FASHION 2.8 GR"
9,"007473","DECORO   Azul Luna 12""X100 PZA HIGH FASHION 2.8 GR"
10,"007474","DECORO   Azul Mezclilla 12""X100 PZA HIGH FASHION 2.8 GR"
11,"007475","DECORO   Azul Palet 12""X100 PZA HIGH FASHION 2.8 GR"
12,"007476","DECORO   Azul Petróleo 12""X100 PZA HIGH FASHION 2.8 GR"
13,"007477","DECORO   Azul Profundo 12""X100 PZA HIGH FASHION 2.8 GR"
14,"007478","DECORO   Blanco Perla 12""X100 PZA HIGH FASHION 2.8 GR"
15,"007479","DECORO   Cameo 12""X100 PZA HIGH FASHION 2.8 GR"
16,"0074710","DECORO   Capuchino 12""X100 PZA HIGH FASHION 2.8 GR"
17,"0074711","DECORO   Chocolate 12""X100 PZA HIGH FASHION 2.8 GR"
18,"0074712","DECORO   Cocoa 12""X100 PZA HIGH FASHION 2.8 GR"
19,"0074713","DECORO   Lavanda    12""X100 PZA HIGH FASHION 2.8 GR"
1889,"16801",MASCARA DE GRINCH 
20,"0074714","DECORO   Lavanda Oscuro 12""X100 PZA HIGH FASHION 2.8 GR"
21,"0074715","DECORO   Madera 12""X100 PZA HIGH FASHION 2.8 GR"
22,"0074716","DECORO   Maquillaje 12""X100 PZA HIGH FASHION 2.8 GR"
23,"0074717","DECORO   Naranja Palo 12""X100 PZA HIGH FASHION 2.8 GR"
24,"0074718","DECORO   Olivo 12""X100 PZA HIGH FASHION 2.8 GR"
25,"0074719","DECORO   Olivo Claro 12""X100 PZA HIGH FASHION 2.8 GR"
26,"0074720","DECORO   Orquidea 12""X100 PZA HIGH FASHION 2.8 GR"
27,"0074721","DECORO   Retro clavel 12""X100 PZA HIGH FASHION 2.8 GR"
28,"0074722","DECORO   Retro Gris oscuro 12""X100 PZA HIGH FASHION 2.8 GR"
29,"0074723","DECORO   Retro Magenta 12""X100 PZA HIGH FASHION 2.8 GR"
30,"0074724","DECORO   Rosa 12""X100 PZA HIGH FASHION 2.8 GR"
31,"0074725","DECORO   Rosa Clavel 12""X100 PZA HIGH FASHION 2.8 GR"
32,"0074726","DECORO   Rosa Piel 12""X100 PZA HIGH FASHION 2.8 GR"
33,"0074727","DECORO   Verde Cuarzo 12""X100 PZA HIGH FASHION 2.8 GR"
34,"0074728","DECORO   Verde Esmeralda 12""X100 PZA HIGH FASHION 2.8 GR"
35,"0074729","DECORO   Verde Hoja 12""X100 PZA HIGH FASHION 2.8 GR"
36,"0074730","DECORO   Verde Humo 12""X100 PZA HIGH FASHION 2.8 GR"
37,"0074731","DECORO   Verde Niebla 12""X100 PZA HIGH FASHION 2.8 GR"
38,"0074732","DECORO   Verde océano 12""X100 PZA HIGH FASHION 2.8 GR"
39,"0074733","DECORO   Verde Profundo / Alga 12""X100 PZA HIGH FASHION 2.8 GR"
40,"0074734","DECORO   Vino Tinto Perlado 12""X100 PZA HIGH FASHION 2.8 GR"
41,"007781","DECORO   Arena Oscuro 18""X25 PZA HIGH FASHION"
42,"007782","DECORO   Arena Perla 18""X25 PZA HIGH FASHION"
43,"007783","DECORO   Azul Luna 18""X25 PZA HIGH FASHION"
44,"007784","DECORO   Azul Mezclilla 18""X25 PZA HIGH FASHION"
45,"007785","DECORO   Azul Palet 18""X25 PZA HIGH FASHION"
46,"007786","DECORO   Azul Petróleo 18""X25 PZA HIGH FASHION"
47,"007787","DECORO   Azul Profundo 18""X25 PZA HIGH FASHION"
48,"007788","DECORO   Blanco Perla 18""X25 PZA HIGH FASHION"
49,"007789","DECORO   Cameo 18""X25 PZA HIGH FASHION"
50,"0077810","DECORO   Capuchino 18""X25 PZA HIGH FASHION"
51,"0077811","DECORO   Chocolate 18""X25 PZA HIGH FASHION"
52,"0077812","DECORO   Cocoa 18""X25 PZA HIGH FASHION"
53,"0077813","DECORO   Lavanda    18""X25 PZA HIGH FASHION"
54,"0077814","DECORO   Lavanda Oscuro 18""X25 PZA HIGH FASHION"
55,"0077815","DECORO   Madera 18""X25 PZA HIGH FASHION"
56,"0077816","DECORO   Maquillaje 18""X25 PZA HIGH FASHION"
57,"0077817","DECORO   Naranja Palo 18""X25 PZA HIGH FASHION"
58,"0077818","DECORO   Olivo 18""X25 PZA HIGH FASHION"
59,"0077819","DECORO   Olivo Claro 18""X25 PZA HIGH FASHION"
60,"0077820","DECORO   Orquidea 18""X25 PZA HIGH FASHION"
61,"0077821","DECORO   Retro clavel 18""X25 PZA HIGH FASHION"
62,"0077822","DECORO   Retro Gris oscuro 18""X25 PZA HIGH FASHION"
63,"0077823","DECORO   Retro Magenta 18""X25 PZA HIGH FASHION"
64,"0077824","DECORO   Rosa 18""X25 PZA HIGH FASHION"
65,"0077825","DECORO   Rosa Clavel 18""X25 PZA HIGH FASHION"
66,"0077826","DECORO   Rosa Piel 18""X25 PZA HIGH FASHION"
67,"0077827","DECORO   Verde Cuarzo 18""X25 PZA HIGH FASHION"
68,"0077828","DECORO   Verde Esmeralda 18""X25 PZA HIGH FASHION"
69,"0077829","DECORO   Verde Hoja 18""X25 PZA HIGH FASHION"
70,"0077830","DECORO   Verde Humo 18""X25 PZA HIGH FASHION"
71,"0077831","DECORO   Verde Niebla 18""X25 PZA HIGH FASHION"
72,"0077832","DECORO   Verde océano 18""X25 PZA HIGH FASHION"
73,"0077833","DECORO   Verde Profundo / Alga 18""X25 PZA HIGH FASHION"
74,"0077834","DECORO   Vino Tinto Perlado 18""X25 PZA HIGH FASHION"
75,"007771","DECORO   Arena Oscuro 5""X100 PZA HIGH FASHION"
76,"007772","DECORO   Arena Perla 5""X100 PZA HIGH FASHION"
77,"007773","DECORO   Azul Luna 5""X100 PZA HIGH FASHION"
78,"007774","DECORO   Azul Mezclilla 5""X100 PZA HIGH FASHION"
79,"007775","DECORO   Azul Palet 5""X100 PZA HIGH FASHION"
80,"007776","DECORO   Azul Petróleo 5""X100 PZA HIGH FASHION"
81,"007777","DECORO   Azul Profundo 5""X100 PZA HIGH FASHION"
82,"007778","DECORO   Blanco Perla 5""X100 PZA HIGH FASHION"
83,"007779","DECORO   Cameo 5""X100 PZA HIGH FASHION"
84,"0077710","DECORO   Capuchino 5""X100 PZA HIGH FASHION"
85,"0077711","DECORO   Chocolate 5""X100 PZA HIGH FASHION"
86,"0077712","DECORO   Cocoa 5""X100 PZA HIGH FASHION"
87,"0077713","DECORO   Lavanda    5""X100 PZA HIGH FASHION"
88,"0077714","DECORO   Lavanda Oscuro 5""X100 PZA HIGH FASHION"
89,"0077715","DECORO   Madera 5""X100 PZA HIGH FASHION"
90,"0077716","DECORO   Maquillaje 5""X100 PZA HIGH FASHION"
91,"0077717","DECORO   Naranja Palo 5""X100 PZA HIGH FASHION"
92,"0077718","DECORO   Olivo 5""X100 PZA HIGH FASHION"
93,"0077719","DECORO   Olivo Claro 5""X100 PZA HIGH FASHION"
94,"0077720","DECORO   Orquidea 5""X100 PZA HIGH FASHION"
95,"0077721","DECORO   Retro clavel 5""X100 PZA HIGH FASHION"
96,"0077722","DECORO   Retro Gris oscuro 5""X100 PZA HIGH FASHION"
97,"0077723","DECORO   Retro Magenta 5""X100 PZA HIGH FASHION"
98,"0077724","DECORO   Rosa 5""X100 PZA HIGH FASHION"
99,"0077725","DECORO   Rosa Clavel 5""X100 PZA HIGH FASHION"
100,"0077726","DECORO   Rosa Piel 5""X100 PZA HIGH FASHION"
101,"0077727","DECORO   Verde Cuarzo 5""X100 PZA HIGH FASHION"
102,"0077728","DECORO   Verde Esmeralda 5""X100 PZA HIGH FASHION"
103,"0077729","DECORO   Verde Hoja 5""X100 PZA HIGH FASHION"
104,"0077730","DECORO   Verde Humo 5""X100 PZA HIGH FASHION"
105,"0077731","DECORO   Verde Niebla 5""X100 PZA HIGH FASHION"
106,"0077732","DECORO   Verde océano 5""X100 PZA HIGH FASHION"
107,"0077733","DECORO   Verde Profundo / Alga 5""X100 PZA HIGH FASHION"
108,"0077734","DECORO   Vino Tinto Perlado 5""X100 PZA HIGH FASHION"
109,"007591","DECORO   Arena Oscuro 12""X50 PZA HIGH FASHION 3.2G"
110,"007592","DECORO   Arena Perla 12""X50 PZA HIGH FASHION 3.2G"
111,"007593","DECORO   Azul Luna 12""X50 PZA HIGH FASHION 3.2G"
112,"007594","DECORO   Azul Mezclilla 12""X50 PZA HIGH FASHION 3.2G"
113,"007595","DECORO   Azul Palet 12""X50 PZA HIGH FASHION 3.2G"
114,"007596","DECORO   Azul Petróleo 12""X50 PZA HIGH FASHION 3.2G"
115,"007597","DECORO   Azul Profundo 12""X50 PZA HIGH FASHION 3.2G"
